city,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
泰安市,9868.0,8465.0,10395.0,7769.0,9229.0,6689.0,9056.0,9220.0,7982.0,6841.0,10400.0,7413.0,7344.0,6639.0,7290.0,8388.0,6362.0,7440.0,7589.0,8584.0,7992.0,8951.0,9196.0,10172.0,9949.0,7754.0,8496.0,8419.0,8869.0,9475.0,8814.0,,11615.0,9861.0,10728.0,11096.0,11132.0,10802.0,11361.0,13008.0,11521.0,12471.0,12684.0,11933.0,12003.0,13209.0,12776.0,11909.0,12496.0,12732.0,12925.0
泰州市,14016.0,13977.0,14328.0,14233.0,12149.0,14692.0,15568.0,14101.0,11230.0,11566.0,11849.0,12933.0,11804.0,13756.0,12342.0,10941.0,12427.0,10838.0,11231.0,11664.0,11533.0,12018.0,11126.0,12201.0,11739.0,11380.0,12124.0,11826.0,12193.0,12092.0,12913.0,,14986.0,13458.0,13638.0,13631.0,13761.0,13138.0,15219.0,17058.0,16903.0,16071.0,16443.0,16474.0,16297.0,17101.0,15223.0,16499.0,16560.0,17126.0,17850.0
泸州市,19607.0,,20788.0,20126.0,18252.0,16286.0,17635.0,13148.0,19715.0,12019.0,16942.0,17531.0,15761.0,19658.0,15918.0,15155.0,10999.0,10933.0,17321.0,15257.0,13480.0,15768.0,17631.0,17182.0,15827.0,12558.0,14441.0,15578.0,15571.0,16660.0,16312.0,,14520.0,11322.0,13740.0,10277.0,9432.0,9736.0,11403.0,11392.0,10986.0,10266.0,9364.0,11514.0,10401.0,10715.0,12762.0,13458.0,12597.0,12522.0,12416.0
洛阳市,,,9953.0,5977.0,8925.0,6070.0,5257.0,5365.0,7396.0,5126.0,7023.0,8866.0,5276.0,5720.0,5683.0,5894.0,6334.0,5738.0,6122.0,6872.0,6872.0,7704.0,6833.0,6821.0,8001.0,6566.0,7168.0,7531.0,8114.0,8791.0,8106.0,8565.0,10638.0,10262.0,9146.0,8515.0,11437.0,12908.0,12077.0,11799.0,11669.0,14597.0,13105.0,13862.0,12653.0,12967.0,13261.0,12861.0,12942.0,15197.0,13228.0
济南市,14231.0,12550.0,14925.0,15339.0,14367.0,12074.0,12477.0,12427.0,12467.0,12824.0,12982.0,13697.0,13496.0,14044.0,13027.0,14659.0,12046.0,13064.0,12507.0,15110.0,14336.0,15093.0,14186.0,17340.0,18156.0,17703.0,16183.0,20127.0,21819.0,23382.0,21761.0,22284.0,24961.0,24630.0,26781.0,26396.0,24755.0,24504.0,25485.0,25659.0,28073.0,28163.0,26384.0,28105.0,27447.0,27830.0,26906.0,27449.0,27873.0,26669.0,27329.0
济宁市,8131.0,6924.0,7480.0,8076.0,6493.0,8509.0,7942.0,7036.0,8958.0,7062.0,10601.0,11002.0,10402.0,8113.0,7170.0,9133.0,6958.0,6820.0,10036.0,9181.0,8580.0,8260.0,8719.0,8737.0,8231.0,7909.0,8718.0,9332.0,9328.0,8692.0,9384.0,,9847.0,9385.0,10630.0,9791.0,10171.0,10702.0,9710.0,11986.0,11002.0,11484.0,11989.0,12358.0,12684.0,11974.0,12349.0,12663.0,13733.0,13751.0,13863.0
海口市,12080.0,10711.0,16680.0,17074.0,17513.0,13954.0,14487.0,15211.0,11681.0,11238.0,15255.0,17596.0,16039.0,14344.0,16761.0,17261.0,15204.0,16067.0,13988.0,15271.0,14281.0,14424.0,14588.0,13276.0,12332.0,15318.0,17403.0,17787.0,16357.0,16844.0,17647.0,18298.0,19913.0,20375.0,19412.0,20319.0,21119.0,19750.0,19495.0,24035.0,24362.0,24274.0,26180.0,25834.0,23451.0,25745.0,27156.0,24603.0,24758.0,23074.0,22077.0
淄博市,7539.0,6966.0,6917.0,7505.0,7869.0,7379.0,8465.0,7118.0,7066.0,6691.0,6955.0,8393.0,7357.0,8212.0,7346.0,7868.0,7512.0,6632.0,7980.0,9010.0,7416.0,7444.0,8074.0,8631.0,7263.0,7727.0,7869.0,9146.0,8970.0,9698.0,8949.0,10062.0,10179.0,9818.0,10898.0,10176.0,10504.0,12067.0,11664.0,12338.0,12300.0,12093.0,12652.0,13920.0,12980.0,14208.0,13852.0,13679.0,14424.0,14761.0,14396.0
深圳市,51393.0,43238.0,53160.0,50656.0,48437.0,57519.0,58941.0,60629.0,58068.0,62186.0,60233.0,68860.0,66953.0,66625.0,70425.0,73686.0,74472.0,65679.0,74475.0,65415.0,72791.0,63847.0,66868.0,69812.0,64131.0,77677.0,68344.0,66702.0,63843.0,68207.0,73674.0,73821.0,71486.0,76684.0,80022.0,79616.0,89281.0,80154.0,82095.0,85119.0,88388.0,94435.0,91154.0,92479.0,98251.0,92250.0,94467.0,97491.0,93198.0,93112.0,96267.0
温州市,17887.0,17057.0,21790.0,25182.0,22863.0,29164.0,28309.0,26425.0,24732.0,26053.0,31888.0,21354.0,24989.0,21980.0,24155.0,28347.0,25435.0,24005.0,27788.0,24821.0,22838.0,19120.0,22790.0,22549.0,20475.0,21147.0,26219.0,21592.0,19668.0,20737.0,23354.0,24907.0,20724.0,22852.0,21257.0,22247.0,21951.0,20922.0,20463.0,23564.0,22911.0,22651.0,24664.0,23918.0,24419.0,24148.0,24660.0,25954.0,26261.0,29888.0,28786.0
